station_id,station_name,lat,lon,zone
940GZZLUCSD,Colliers Wood Underground Station,51.41816,-0.178086,
940GZZLUCSM,Chesham Underground Station,51.705208,-0.611247,
940GZZLUCST,Cannon Street Underground Station,51.51151,-0.090432,
940GZZLUCTN,Camden Town Underground Station,51.539292,-0.14274,
940GZZLUCWL,Chigwell Underground Station,51.617916,0.075041,
940GZZLUCWP,Chiswick Park Underground Station,51.494627,-0.267972,
940GZZLUCWR,Canada Water Underground Station,51.497931,-0.049405,
940GZZLUCXY,Croxley Underground Station,51.647044,-0.441718,
940GZZLUCYD,Chorleywood Underground Station,51.654358,-0.518461,
940GZZLUCYF,Canary Wharf Underground Station,51.503488,-0.018246,
940GZZLUDBN,Debden Underground Station,51.645386,0.083782,
940GZZLUDGE,Dagenham East Underground Station,51.544096,0.166017,
940GZZLUDGY,Dagenham Heathway Underground Station,51.541639,0.147527,
940GZZLUDOH,Dollis Hill Underground Station,51.551955,-0.239068,
940GZZLUEAC,Elephant & Castle Underground Station,51.494536,-0.100606,
940GZZLUEAE,Eastcote Underground Station,51.576506,-0.397373,
940GZZLUEAN,East Acton Underground Station,51.516612,-0.247248,
940GZZLUEBY,Ealing Broadway Underground Station,51.515017,-0.301457,
940GZZLUECM,Ealing Common Underground Station,51.51014,-0.288265,
940GZZLUECT,Earl's Court Underground Station,51.492063,-0.193378,
940GZZLUEFY,East Finchley Underground Station,51.587131,-0.165012,
940GZZLUEGW,Edgware Underground Station,51.613653,-0.274928,
940GZZLUEHM,East Ham Underground Station,51.538948,0.051186,
940GZZLUEMB,Embankment Underground Station,51.507058,-0.122666,
940GZZLUEPG,Epping Underground Station,51.69368,0.113767,
940GZZLUEPK,Elm Park Underground Station,51.549775,0.19864,
940GZZLUEPY,East Putney Underground Station,51.459205,-0.211,
940GZZLUERB,Edgware Road (Bakerloo) Underground Station,51.520299,-0.17015,
940GZZLUERC,Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,
940GZZLUESQ,Euston Square Underground Station,51.525604,-0.135829,
940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,
940GZZLUFBY,Fulham Broadway Underground Station,51.480081,-0.195422,
940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,
940GZZLUFLP,Fairlop Underground Station,51.595618,0.091004,
940GZZLUFPK,Finsbury Park Underground Station,51.564158,-0.106825,
940GZZLUFYC,Finchley Central Underground Station,51.600921,-0.192527,
940GZZLUFYR,Finchley Road Underground Station,51.546825,-0.179845,
940GZZLUGBY,Gunnersbury Underground Station,51.491803,-0.275267,
940GZZLUGDG,Goodge Street Underground Station,51.520599,-0.134361,
940GZZLUGFD,Greenford Underground Station,51.542424,-0.34605,
940GZZLUGGH,Grange Hill Underground Station,51.613378,0.092066,
940GZZLUGGN,Golders Green Underground Station,51.572259,-0.194039,
940GZZLUGHK,Goldhawk Road Underground Station,51.502005,-0.226715,
940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,
940GZZLUGPS,Great Portland Street Underground Station,51.52384,-0.144262,
940GZZLUGTH,Gants Hill Underground Station,51.576544,0.066185,
940GZZLUGTR,Gloucester Road Underground Station,51.494316,-0.182658,
940GZZLUHAI,Highbury & Islington Underground Station,51.54635,-0.103324,
940GZZLUHAW,Harrow & Wealdstone Underground Station,51.592268,-0.335217,
940GZZLUHBN,Holborn Underground Station,51.51758,-0.120475,
940GZZLUHBT,High Barnet Underground Station,51.650541,-0.194298,
940GZZLUHCH,Hornchurch Underground Station,51.554093,0.219116,
940GZZLUHCL,Hendon Central Underground Station,51.583301,-0.226424,
940GZZLUHGD,Hillingdon Underground Station,51.553715,-0.449828,
940GZZLUHGR,Hanger Lane Underground Station,51.530177,-0.292704,
940GZZLUHGT,Highgate Underground Station,51.577532,-0.145857,
940GZZLUHLT,Hainault Underground Station,51.603659,0.093482,
940GZZLUHNX,Hatton Cross Underground Station,51.466747,-0.423191,
940GZZLUHOH,Harrow-on-the-Hill Underground Station,51.579195,-0.337225,
940GZZLUHPC,Hyde Park Corner Underground Station,51.503035,-0.152441,
940GZZLUHPK,Holland Park Underground Station,51.507143,-0.205679,
940GZZLUHR4,Heathrow Terminal 4 Underground Station,51.458524,-0.445771,
940GZZLUHR5,Heathrow Terminal 5 Underground Station,51.470052,-0.49056,
940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,51.471235,-0.452265,
940GZZLUHSC,Hammersmith (H&C Line) Underground Station,51.49339,-0.22503,
940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,51.4923,-0.22362,
940GZZLUHSK,High Street Kensington Underground Station,51.501055,-0.192792,
940GZZLUHSN,Harlesden Underground Station,51.53631,-0.257883,
940GZZLUHTD,Hampstead Underground Station,51.556239,-0.177464,
940GZZLUHWC,Hounslow Central Underground Station,51.471295,-0.366578,
940GZZLUHWE,Hounslow East Underground Station,51.473213,-0.356474,
940GZZLUHWT,Hounslow West Underground Station,51.473469,-0.386544,
940GZZLUHWY,Holloway Road Underground Station,51.552697,-0.113244,
940GZZLUICK,Ickenham Underground Station,51.56177,-0.442225,
940GZZLUKBN,Kilburn Underground Station,51.547183,-0.204248,
940GZZLUKBY,Kingsbury Underground Station,51.584845,-0.27879,
940GZZLUKEN,Kenton Underground Station,51.581756,-0.31691,
940GZZLUKNB,Knightsbridge Underground Station,51.501669,-0.160508,
940GZZLUKNG,Kennington Underground Station,51.488337,-0.105963,
940GZZLUKOY,Kensington (Olympia) Underground Station,51.497624,-0.210015,
940GZZLUKPK,Kilburn Park Underground Station,51.534979,-0.194232,
940GZZLUKSH,Kentish Town Underground Station,51.550312,-0.140733,
940GZZLUKSL,Kensal Green Underground Station,51.530539,-0.225016,
940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,
940GZZLUKWG,Kew Gardens Underground Station,51.477058,-0.285241,
940GZZLULAD,Ladbroke Grove Underground Station,51.517449,-0.210391,
940GZZLULBN,Lambeth North Underground Station,51.498808,-0.112315,
940GZZLULGN,Loughton Underground Station,51.641443,0.055476,
940GZZLULGT,Lancaster Gate Underground Station,51.511723,-0.175494,
940GZZLULNB,London Bridge Underground Station,51.505721,-0.088873,
940GZZLULRD,Latimer Road Underground Station,51.513389,-0.217799,
940GZZLULSQ,Leicester Square Underground Station,51.511386,-0.128426,
940GZZLULVT,Liverpool Street Underground Station,51.517372,-0.083182,
940GZZLULYN,Leyton Underground Station,51.556589,-0.005523,
940GZZLULYS,Leytonstone Underground Station,51.568324,0.008194,
940GZZLUMBA,Marble Arch Underground Station,51.513424,-0.158953,
940GZZLUMDN,Morden Underground Station,51.402142,-0.194839,
940GZZLUMED,Mile End Underground Station,51.525122,-0.03364,
940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,
940GZZLUMHL,Mill Hill East Underground Station,51.608229,-0.209986,
940GZZLUMMT,Monument Underground Station,51.5107,-0.085969,
940GZZLUMPK,Moor Park Underground Station,51.629845,-0.432454,
940GZZLUMRH,Manor House Underground Station,51.570738,-0.096118,
940GZZLUMSH,Mansion House Underground Station,51.512117,-0.094009,
940GZZLUMTC,Mornington Crescent Underground Station,51.534679,-0.138789,
940GZZLUMVL,Maida Vale Underground Station,51.529777,-0.185758,
940GZZLUMYB,Marylebone Underground Station,51.522322,-0.163207,
940GZZLUNAN,North Acton Underground Station,51.523524,-0.259755,
940GZZLUNBP,Newbury Park Underground Station,51.575726,0.090004,
940GZZLUNDN,Neasden Underground Station,51.553986,-0.249837,
940GZZLUNEN,North Ealing Underground Station,51.517505,-0.288868,
940GZZLUNFD,Northfields Underground Station,51.499319,-0.314719,
940GZZLUNGW,North Greenwich Underground Station,51.50047,0.004287,
940GZZLUNHA,North Harrow Underground Station,51.584872,-0.362408,
940GZZLUNHG,Notting Hill Gate Underground Station,51.509128,-0.196104,
940GZZLUNHT,Northolt Underground Station,51.548236,-0.368699,
940GZZLUNKP,Northwick Park Underground Station,51.578481,-0.318056,
940GZZLUNOW,Northwood Underground Station,51.611053,-0.423829,
940GZZLUNWH,Northwood Hills Underground Station,51.600572,-0.409464,
940GZZLUNWY,North Wembley Underground Station,51.562551,-0.304,
940GZZLUOAK,Oakwood Underground Station,51.647726,-0.132182,
940GZZLUODS,Old Street Underground Station,51.525864,-0.08777,
940GZZLUOSY,Osterley Underground Station,51.481274,-0.352224,
940GZZLUOVL,Oval Underground Station,51.48185,-0.112439,
940GZZLUOXC,Oxford Circus Underground Station,51.515224,-0.141903,
940GZZLUPAC,Paddington Underground Station,51.516581,-0.175689,
940GZZLUPAH,Paddington (H&C Line)-Underground,51.518187,-0.178306,
940GZZLUPCC,Piccadilly Circus Underground Station,51.51005,-0.133798,
940GZZLUPCO,Pimlico Underground Station,51.489097,-0.133761,
940GZZLUPKR,Park Royal Underground Station,51.527123,-0.284341,
940GZZLUPLW,Plaistow Underground Station,51.531341,0.017451,
940GZZLUPNR,Pinner Underground Station,51.592901,-0.381161,
940GZZLUPRD,Preston Road Underground Station,51.571972,-0.295107,
940GZZLUPSG,Parsons Green Underground Station,51.475277,-0.20117,
940GZZLUPVL,Perivale Underground Station,51.536717,-0.323446,
940GZZLUPYB,Putney Bridge Underground Station,51.468262,-0.208731,
940GZZLUQBY,Queensbury Underground Station,51.594188,-0.286219,
940GZZLUQPS,Queen's Park Underground Station,51.534158,-0.204574,
940GZZLUQWY,Queensway Underground Station,51.510312,-0.187152,
940GZZLURBG,Redbridge Underground Station,51.576243,0.04536,
940GZZLURGP,Regent's Park Underground Station,51.523344,-0.146444,
940GZZLURKW,Rickmansworth Underground Station,51.640207,-0.473703,
940GZZLURMD,Richmond Underground Station,51.463237,-0.301336,
940GZZLURSG,Ruislip Gardens Underground Station,51.560736,-0.41071,
940GZZLURSM,Ruislip Manor Underground Station,51.573202,-0.412973,
940GZZLURSP,Ruislip Underground Station,51.571354,-0.421898,
940GZZLURSQ,Russell Square Underground Station,51.523073,-0.124285,
940GZZLURVP,Ravenscourt Park Underground Station,51.494122,-0.235881,
940GZZLURVY,Roding Valley Underground Station,51.617199,0.043647,
940GZZLURYL,Rayners Lane Underground Station,51.575147,-0.371127,
940GZZLURYO,Royal Oak Underground Station,51.519113,-0.188748,
940GZZLUSBC,Shepherd's Bush (Central) Underground Station,51.504376,-0.218813,
940GZZLUSBM,Shepherd's Bush Market Underground Station,51.505579,-0.226375,
940GZZLUSEA,South Ealing Underground Station,51.501003,-0.307424,
940GZZLUSFB,Stamford Brook Underground Station,51.494917,-0.245704,
940GZZLUSFS,Southfields Underground Station,51.445073,-0.206602,
940GZZLUSGN,Stepney Green Underground Station,51.521858,-0.046596,
940GZZLUSGP,Stonebridge Park Underground Station,51.543959,-0.275892,
940GZZLUSGT,Southgate Underground Station,51.632315,-0.127816,
940GZZLUSHH,South Harrow Underground Station,51.564888,-0.352492,
940GZZLUSJP,St. James's Park Underground Station,51.499544,-0.133608,
940GZZLUSJW,St. John's Wood Underground Station,51.534521,-0.173948,
940GZZLUSKS,South Kensington Underground Station,51.494094,-0.174138,
940GZZLUSKT,South Kenton Underground Station,51.570232,-0.308433,
940GZZLUSKW,Stockwell Underground Station,51.472184,-0.122644,
940GZZLUSNB,Snaresbrook Underground Station,51.580678,0.02144,
940GZZLUSPU,St. Paul's Underground Station,51.514936,-0.097567,
940GZZLUSRP,South Ruislip Underground Station,51.556853,-0.398915,
940GZZLUSSQ,Sloane Square Underground Station,51.49227,-0.156377,
940GZZLUSTD,Stratford Underground Station,51.541806,-0.003458,
940GZZLUSTM,Stanmore Underground Station,51.619839,-0.303266,
940GZZLUSUH,Sudbury Hill Underground Station,51.556946,-0.336435,
940GZZLUSUT,Sudbury Town Underground Station,51.550815,-0.315745,
940GZZLUSVS,Seven Sisters Underground Station,51.58333,-0.072584,
940GZZLUSWC,Swiss Cottage Underground Station,51.543681,-0.174894,
940GZZLUSWF,South Woodford Underground Station,51.591907,0.027338,
940GZZLUSWK,Southwark Underground Station,51.50427,-0.105331,
940GZZLUSWN,South Wimbledon Underground Station,51.415309,-0.192005,
940GZZLUTAW,Totteridge & Whetstone Underground Station,51.630597,-0.17921,
940GZZLUTBC,Tooting Bec Underground Station,51.435678,-0.159736,
940GZZLUTBY,Tooting Broadway Underground Station,51.42763,-0.168374,
940GZZLUTCR,Tottenham Court Road Underground Station,51.516426,-0.13041,
940GZZLUTFP,Tufnell Park Underground Station,51.556822,-0.138433,
940GZZLUTHB,Theydon Bois Underground Station,51.671759,0.103085,
940GZZLUTMH,Tottenham Hale Underground Station,51.588108,-0.060241,
940GZZLUTMP,Temple Underground Station,51.511006,-0.11426,
940GZZLUTNG,Turnham Green Underground Station,51.495148,-0.254555,
940GZZLUTPN,Turnpike Lane Underground Station,51.590272,-0.102953,
940GZZLUTWH,Tower Hill Underground Station,51.509971,-0.076546,
940GZZLUUPB,Upminster Bridge Underground Station,51.55856,0.235809,
940GZZLUUPK,Upton Park Underground Station,51.53534,0.035263,
940GZZLUUPM,Upminster Underground Station,51.559063,0.250882,
940GZZLUUPY,Upney Underground Station,51.538372,0.10153,
940GZZLUUXB,Uxbridge Underground Station,51.546565,-0.477949,
940GZZLUVIC,Victoria Underground Station,51.496359,-0.143102,
940GZZLUVXL,Vauxhall Underground Station,51.485743,-0.124204,
940GZZLUWAF,Watford Underground Station,51.657446,-0.417377,
940GZZLUWBN,West Brompton Underground Station,51.487268,-0.195599,
940GZZLUWCY,White City Underground Station,51.511959,-0.224297,
940GZZLUWFN,West Finchley Underground Station,51.609426,-0.188362,
940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,
940GZZLUWHP,West Hampstead Underground Station,51.546638,-0.191059,
940GZZLUWHW,West Harrow Underground Station,51.57971,-0.3534,
940GZZLUWIG,Willesden Green Underground Station,51.549146,-0.221537,
940GZZLUWIM,Wimbledon Underground Station,51.421207,-0.206573,
940GZZLUWIP,Wimbledon Park Underground Station,51.434573,-0.199719,
940GZZLUWJN,Willesden Junction Underground Station,51.532259,-0.244283,
940GZZLUWKA,Warwick Avenue Underground Station,51.523263,-0.183783,
940GZZLUWKN,West Kensington Underground Station,51.490459,-0.206636,
940GZZLUWLA,Wood Lane Underground Station,51.509669,-0.22453,
940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,
940GZZLUWOF,Woodford Underground Station,51.606899,0.03397,
940GZZLUWOG,Wood Green Underground Station,51.597479,-0.109886,
940GZZLUWOP,Woodside Park Underground Station,51.618014,-0.18542,
940GZZLUWPL,Whitechapel Underground Station,51.519518,-0.059971,
940GZZLUWRP,West Ruislip Underground Station,51.569688,-0.437886,
940GZZLUWRR,Warren Street Underground Station,51.524951,-0.138321,
940GZZLUWSD,Wanstead Underground Station,51.575501,0.028527,
940GZZLUWSM,Westminster Underground Station,51.50132,-0.124861,
940GZZLUWSP,Westbourne Park Underground Station,51.52111,-0.201065,
940GZZLUWTA,West Acton Underground Station,51.518001,-0.28098,
940GZZLUWWL,Walthamstow Central Underground Station,51.582965,-0.019885,
940GZZLUWYC,Wembley Central Underground Station,51.552304,-0.296852,
940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,
940GZZNEUGST,Nine Elms Underground Station,51.479912,-0.128476,
HUBAMR,Amersham,51.674207,-0.60759,
HUBBAL,Balham,51.443259,-0.152707,
HUBBAN,Bank,51.513395,-0.089095,
HUBBDS,Bond Street,51.513362,-0.148795,
HUBBFR,Blackfriars,51.509613,-0.104166,
HUBBHO,Blackhorse Road,51.586768,-0.041185,
HUBBKG,Barking,51.539413,0.080988,
HUBBRX,Brixton,51.462961,-0.114531,
HUBCAN,Canning Town,51.514029,0.008025,
HUBCAW,Canary Wharf,51.503734,-0.019121,
HUBCFO,Chalfont & Latimer,51.668109,-0.560519,
HUBCHX,Charing Cross,51.507819,-0.126137,
HUBCLW,Chorleywood,51.654249,-0.518312,
HUBCST,Cannon Street,51.511451,-0.090357,
HUBEAL,Ealing Broadway,51.514993,-0.302131,
HUBEPH,Elephant & Castle,51.494505,-0.099185,
HUBEUS,Euston,51.527365,-0.132754,
HUBFPK,Finsbury Park,51.564778,-0.105876,
HUBGFD,Greenford,51.542657,-0.345789,
HUBGUN,Gunnersbury,51.491745,-0.275276,
HUBH13,Heathrow Terminals 2 & 3,51.471618,-0.454037,
HUBHDN,Harlesden,51.536305,-0.257774,
HUBHHY,Highbury & Islington,51.546269,-0.103538,
HUBHMS,Hammersmith,51.492304,-0.223619,
HUBHOH,Harrow-on-the-Hill,51.579197,-0.337226,
HUBHRW,Harrow & Wealdstone,51.592216,-0.334896,
HUBHX4,Heathrow Airport Terminal 4,51.458837,-0.446419,
HUBHX5,Heathrow Airport Terminal 5,51.471569,-0.489556,
HUBKGX,King's Cross & St Pancras International,51.531683,-0.123538,
HUBKNL,Kensal Green,51.530545,-0.22505,
HUBKNT,Kenton,51.581786,-0.316946,
HUBKPA,Kensington (Olympia),51.496156,-0.210502,
HUBKTN,Kentish Town,51.550409,-0.140545,
HUBKWG,Kew Gardens,51.477069,-0.285148,
HUBLBG,London Bridge,51.505881,-0.086807,
HUBLST,Liverpool Street,51.51794,-0.083162,
HUBMYB,Marylebone,51.521602,-0.163013,
HUBNGW,North Greenwich,51.500474,0.004295,
HUBNWB,North Wembley,51.56258,-0.303992,
HUBOLD,Old Street,51.526065,-0.088193,
HUBPAD,Paddington,51.516981,-0.17616,
HUBQPW,Queen's Park,51.534443,-0.204882,
HUBRIC,Rickmansworth,51.640247,-0.473273,
HUBRMD,Richmond,51.463152,-0.301448,
HUBSBP,Stonebridge Park,51.544041,-0.275859,
HUBSOK,South Kenton,51.570229,-0.308448,
HUBSPB,Shepherd's Bush,51.504791,-0.219213,
HUBSRA,Stratford,51.541508,-0.00241,
HUBSRU,South Ruislip,51.556893,-0.399076,
HUBSVS,Seven Sisters,51.582931,-0.073306,
HUBTCR,Tottenham Court Road,51.516018,-0.130888,
HUBTOM,Tottenham Hale,51.588315,-0.06024,
HUBUPM,Upminster,51.558659,0.250855,
HUBVIC,Victoria,51.495812,-0.143826,
HUBVXH,Vauxhall,51.485739,-0.123303,
HUBWAT,Waterloo,51.504269,-0.113356,
HUBWBP,West Brompton,51.487168,-0.195593,
HUBWEH,West Ham,51.528178,0.004997,
HUBWHC,Walthamstow Central,51.582948,-0.019842,
HUBWHD,West Hampstead,51.547533,-0.191357,
HUBWIJ,Willesden Junction,51.532556,-0.243006,
HUBWIM,Wimbledon,51.421505,-0.206444,
HUBWMB,Wembley Central,51.55232,-0.296642,
HUBWRU,West Ruislip,51.569721,-0.437816,
HUBWSM,Westminster,51.501603,-0.125984,
HUBZCW,Canada Water,51.498053,-0.049667,
HUBZFD,Farringdon,51.520214,-0.105054,
HUBZMG,Moorgate,51.518338,-0.088627,
HUBZWL,Whitechapel,51.519498,-0.059858,
